,rule,precision,recall
10,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.03571428571428571
11,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=2.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.032407407407407406
12,"[Rule(attribute='MTRANS', value=1.0), Rule(attribute='Age', value=0.0), Rule(attribute='Gender', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='Weight', value=0.0), Rule(attribute='family_history_with_overweight', value=0.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='FAF', value=2.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=3.0), Rule(attribute='SCC', value=0.0)]",1.0,0.005050505050505051
13,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.004784688995215311
14,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.10096153846153846
15,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=2.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.053475935828877004
16,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.01694915254237288
17,"[Rule(attribute='MTRANS', value=2.0), Rule(attribute='Age', value=1.0), Rule(attribute='Gender', value=1.0), Rule(attribute='Height', value=1.0), Rule(attribute='Weight', value=1.0), Rule(attribute='family_history_with_overweight', value=0.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='FAF', value=2.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=3.0), Rule(attribute='SCC', value=1.0)]",1.0,0.004739336492890996
18,"[Rule(attribute='MTRANS', value=2.0), Rule(attribute='Age', value=2.0), Rule(attribute='Gender', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='Weight', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=0.0), Rule(attribute='FCVC', value=1.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=1.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='FAF', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=3.0), Rule(attribute='SCC', value=0.0)]",1.0,0.004016064257028112
19,"[Rule(attribute='MTRANS', value=2.0), Rule(attribute='Height', value=0.0), Rule(attribute='Gender', value=1.0), Rule(attribute='Age', value=0.0), Rule(attribute='Weight', value=0.0), Rule(attribute='family_history_with_overweight', value=0.0), Rule(attribute='FAVC', value=0.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=0.0), Rule(attribute='CAEC', value=1.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='FAF', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='SCC', value=0.0)]",1.0,0.005235602094240838
20,"[Rule(attribute='MTRANS', value=2.0), Rule(attribute='Weight', value=0.0), Rule(attribute='Gender', value=1.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=0.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=1.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=1.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='FAF', value=2.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='SCC', value=0.0)]",1.0,0.005263157894736842
21,"[Rule(attribute='MTRANS', value=2.0), Rule(attribute='Gender', value=1.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='Weight', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=0.0), Rule(attribute='FCVC', value=1.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='FAF', value=2.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=3.0), Rule(attribute='SCC', value=0.0)]",1.0,0.004032258064516129
22,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.13218390804597702
23,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.013245033112582781
24,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.013422818791946308
25,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=2.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.05442176870748299
26,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.007194244604316547
27,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=0.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0)]",1.0,0.007246376811594203
28,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.043795620437956206
29,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=2.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0)]",1.0,0.03816793893129771
30,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=0.0), Rule(attribute='Height', value=2.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.007936507936507936
31,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=0.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0)]",1.0,0.12
32,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.02727272727272727
33,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=0.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0)]",1.0,0.06542056074766354
34,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.03
35,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=0.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0)]",1.0,0.15463917525773196
36,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.6585365853658537
37,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=0.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=1.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.03571428571428571
38,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=0.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=2.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=3.0), Rule(attribute='MTRANS', value=0.0), Rule(attribute='FAF', value=0.0)]",1.0,0.037037037037037035
39,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=0.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0)]",1.0,0.46153846153846156
40,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=0.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.14285714285714285
41,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='FAF', value=0.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='TUE', value=1.0), Rule(attribute='CALC', value=2.0)]",1.0,0.08333333333333333
42,"[Rule(attribute='Weight', value=2.0), Rule(attribute='Gender', value=0.0), Rule(attribute='Age', value=1.0), Rule(attribute='Height', value=1.0), Rule(attribute='family_history_with_overweight', value=1.0), Rule(attribute='FAVC', value=1.0), Rule(attribute='FCVC', value=2.0), Rule(attribute='NCP', value=2.0), Rule(attribute='CAEC', value=2.0), Rule(attribute='SMOKE', value=0.0), Rule(attribute='CH2O', value=1.0), Rule(attribute='SCC', value=0.0), Rule(attribute='TUE', value=0.0), Rule(attribute='CALC', value=2.0), Rule(attribute='MTRANS', value=3.0), Rule(attribute='FAF', value=0.0)]",1.0,0.09090909090909091
